url,bucket,status,final_status,hops,final_url,redirect_chain,canonical,self_canonical,meta_robots,x_robots_tag,content_type,title,h1,h1_count,in_sitemap,inbound_count
https://www.oligopolypeptides.com/?product=igf-1-lr3,Page with redirect,301,200,2,https://www.oligopolypeptides.com/research-catalog/,https://www.oligopolypeptides.com/products/ -> https://www.oligopolypeptides.com/research-catalog/,https://www.oligopolypeptides.com/research-catalog/,True,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,text/html,Research Products Catalog | OligoPoly Laboratories,Unlock 20% Off Your First OligoPoly Order,2,False,1
https://www.oligopolypeptides.com/?product=melanotan-ii,Page with redirect,301,200,2,https://www.oligopolypeptides.com/research-catalog/,https://www.oligopolypeptides.com/products/ -> https://www.oligopolypeptides.com/research-catalog/,https://www.oligopolypeptides.com/research-catalog/,True,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,text/html,Research Products Catalog | OligoPoly Laboratories,Unlock 20% Off Your First OligoPoly Order,2,False,1
https://www.oligopolypeptides.com/?product=metabolic-research-Research Panel,Malformed URL (not crawlable),0,0,0,https://www.oligopolypeptides.com/?product=metabolic-research-Research Panel,,,False,,,,,,0,False,1
https://www.oligopolypeptides.com/?product=mots-c-2,Page with redirect,301,200,2,https://www.oligopolypeptides.com/research-catalog/,https://www.oligopolypeptides.com/products/ -> https://www.oligopolypeptides.com/research-catalog/,https://www.oligopolypeptides.com/research-catalog/,True,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,text/html,Research Products Catalog | OligoPoly Laboratories,Unlock 20% Off Your First OligoPoly Order,2,False,1
https://www.oligopolypeptides.com/?product=peg-mgf,Page with redirect,301,200,2,https://www.oligopolypeptides.com/research-catalog/,https://www.oligopolypeptides.com/products/ -> https://www.oligopolypeptides.com/research-catalog/,https://www.oligopolypeptides.com/research-catalog/,True,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,text/html,Research Products Catalog | OligoPoly Laboratories,Unlock 20% Off Your First OligoPoly Order,2,False,1
https://www.oligopolypeptides.com/?product=pt-141,Page with redirect,301,200,2,https://www.oligopolypeptides.com/research-catalog/,https://www.oligopolypeptides.com/products/ -> https://www.oligopolypeptides.com/research-catalog/,https://www.oligopolypeptides.com/research-catalog/,True,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,text/html,Research Products Catalog | OligoPoly Laboratories,Unlock 20% Off Your First OligoPoly Order,2,False,1
https://www.oligopolypeptides.com/?product=recovery-cellular-Research Panel-bpc-157-tb-500-ghk-cu-ss-31,Malformed URL (not crawlable),0,0,0,https://www.oligopolypeptides.com/?product=recovery-cellular-Research Panel-bpc-157-tb-500-ghk-cu-ss-31,,,False,,,,,,0,False,1
https://www.oligopolypeptides.com/?product=recovery-support-Research Panel-bpc-157-tb-500-ara-290,Malformed URL (not crawlable),0,0,0,https://www.oligopolypeptides.com/?product=recovery-support-Research Panel-bpc-157-tb-500-ara-290,,,False,,,,,,0,False,1
https://www.oligopolypeptides.com/?product=semax,Page with redirect,301,200,2,https://www.oligopolypeptides.com/research-catalog/,https://www.oligopolypeptides.com/products/ -> https://www.oligopolypeptides.com/research-catalog/,https://www.oligopolypeptides.com/research-catalog/,True,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,text/html,Research Products Catalog | OligoPoly Laboratories,Unlock 20% Off Your First OligoPoly Order,2,False,1
https://www.oligopolypeptides.com/?product=ss-31,Page with redirect,301,200,2,https://www.oligopolypeptides.com/research-catalog/,https://www.oligopolypeptides.com/products/ -> https://www.oligopolypeptides.com/research-catalog/,https://www.oligopolypeptides.com/research-catalog/,True,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,text/html,Research Products Catalog | OligoPoly Laboratories,Unlock 20% Off Your First OligoPoly Order,2,False,1
https://www.oligopolypeptides.com/?product=starter-research-Research Panel-bpc-157-tb-500-ghk-cu,Malformed URL (not crawlable),0,0,0,https://www.oligopolypeptides.com/?product=starter-research-Research Panel-bpc-157-tb-500-ghk-cu,,,False,,,,,,0,False,1
https://www.oligopolypeptides.com/?product=tb-500,Page with redirect,301,200,1,https://www.oligopolypeptides.com/products/tb-500-10mg-research-peptide/,https://www.oligopolypeptides.com/products/tb-500-10mg-research-peptide/,https://www.oligopolypeptides.com/products/tb-500-10mg-research-peptide/,True,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,text/html,TB-500 10mg Research Peptide for Lab Research | OligoPoly,Unlock 20% Off Your First OligoPoly Order,2,False,1
https://www.oligopolypeptides.com/?product=thymosin-alpha-1,Page with redirect,301,200,2,https://www.oligopolypeptides.com/research-catalog/,https://www.oligopolypeptides.com/products/ -> https://www.oligopolypeptides.com/research-catalog/,https://www.oligopolypeptides.com/research-catalog/,True,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,text/html,Research Products Catalog | OligoPoly Laboratories,Unlock 20% Off Your First OligoPoly Order,2,False,1
https://www.oligopolypeptides.com/?product=thymosin-beta-4,Page with redirect,301,200,2,https://www.oligopolypeptides.com/research-catalog/,https://www.oligopolypeptides.com/products/ -> https://www.oligopolypeptides.com/research-catalog/,https://www.oligopolypeptides.com/research-catalog/,True,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,text/html,Research Products Catalog | OligoPoly Laboratories,Unlock 20% Off Your First OligoPoly Order,2,False,1
https://www.oligopolypeptides.com/Research Panels/,Malformed URL (not crawlable),0,0,0,https://www.oligopolypeptides.com/Research Panels/,,,False,,,,,,0,False,31
https://www.oligopolypeptides.com/about/,Indexable,200,200,0,https://www.oligopolypeptides.com/about/,,https://www.oligopolypeptides.com/about/,True,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,text/html,About OligoPoly Laboratories | Culture of Excellence,Unlock 20% Off Your First OligoPoly Order,2,True,233
https://www.oligopolypeptides.com/amino-acid-chart/,Indexable,200,200,0,https://www.oligopolypeptides.com/amino-acid-chart/,,https://www.oligopolypeptides.com/amino-acid-chart/,True,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,text/html,Amino Acid Chart for Peptide Research | OligoPoly,Unlock 20% Off Your First OligoPoly Order,3,True,1
https://www.oligopolypeptides.com/amino-acid-chart/?share=facebook,Redirects off-site,302,200,3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fshare_channel%2F%3Ftype%3Dreshare%26link%3Dhttps%253A%252F%252Fwww.oligopolypeptides.com%252Famino-acid-chart%252F%26app_id%3D966242223397117%26source_surface%3Dexternal_reshare%26display%26hashtag,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.oligopolypeptides.com%2Famino-acid-chart%2F&t=Amino%20Acid%20Chart%20%E2%80%94%20All%2020%20Standard%20Amino%20Acids%20for%20Peptide%20Research -> https://www.facebook.com/share_channel/?type=reshare&link=https%3A%2F%2Fwww.oligopolypeptides.com%2Famino-acid-chart%2F&app_id=966242223397117&source_surface=external_reshare&display&hashtag -> https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fshare_channel%2F%3Ftype%3Dreshare%26link%3Dhttps%253A%252F%252Fwww.oligopolypeptides.com%252Famino-acid-chart%252F%26app_id%3D966242223397117%26source_surface%3Dexternal_reshare%26display%26hashtag,https://www.facebook.com/login,False,,,text/html,Facebook,,0,False,1
https://www.oligopolypeptides.com/amino-acid-chart/?share=x,Redirects off-site,302,200,1,https://x.com/intent/tweet?text=Amino%20Acid%20Chart%20%E2%80%94%20All%2020%20Standard%20Amino%20Acids%20for%20Peptide%20Research&url=https%3A%2F%2Fwww.oligopolypeptides.com%2Famino-acid-chart%2F,https://x.com/intent/tweet?text=Amino%20Acid%20Chart%20%E2%80%94%20All%2020%20Standard%20Amino%20Acids%20for%20Peptide%20Research&url=https%3A%2F%2Fwww.oligopolypeptides.com%2Famino-acid-chart%2F,,False,,,text/html,,JavaScript is not available.,1,False,1
https://www.oligopolypeptides.com/aod-9604-vs-cagrilintide-research-comparison/,Indexable,200,200,0,https://www.oligopolypeptides.com/aod-9604-vs-cagrilintide-research-comparison/,,https://www.oligopolypeptides.com/aod-9604-vs-cagrilintide-research-comparison/,True,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,text/html,AOD-9604 vs Cagrilintide Research Comparison | OligoPoly Laboratories,Unlock 20% Off Your First OligoPoly Order,2,True,12
https://www.oligopolypeptides.com/aod-9604-vs-cagrilintide-research-comparison/?share=facebook,Redirects off-site,302,200,3,https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fshare_channel%2F%3Ftype%3Dreshare%26link%3Dhttps%253A%252F%252Fwww.oligopolypeptides.com%252Faod-9604-vs-cagrilintide-research-comparison%252F%26app_id%3D966242223397117%26source_surface%3Dexternal_reshare%26display%26hashtag,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.oligopolypeptides.com%2Faod-9604-vs-cagrilintide-research-comparison%2F&t=AOD-9604%20vs%20Cagrilintide%20Research%20Comparison -> https://www.facebook.com/share_channel/?type=reshare&link=https%3A%2F%2Fwww.oligopolypeptides.com%2Faod-9604-vs-cagrilintide-research-comparison%2F&app_id=966242223397117&source_surface=external_reshare&display&hashtag -> https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2Fshare_channel%2F%3Ftype%3Dreshare%26link%3Dhttps%253A%252F%252Fwww.oligopolypeptides.com%252Faod-9604-vs-cagrilintide-research-comparison%252F%26app_id%3D966242223397117%26source_surface%3Dexternal_reshare%26display%26hashtag,https://www.facebook.com/login,False,,,text/html,Facebook,,0,False,1
https://www.oligopolypeptides.com/aod-9604-vs-cagrilintide-research-comparison/?share=x,Redirects off-site,302,200,1,https://x.com/intent/tweet?text=AOD-9604%20vs%20Cagrilintide%20Research%20Comparison&url=https%3A%2F%2Fwww.oligopolypeptides.com%2Faod-9604-vs-cagrilintide-research-comparison%2F,https://x.com/intent/tweet?text=AOD-9604%20vs%20Cagrilintide%20Research%20Comparison&url=https%3A%2F%2Fwww.oligopolypeptides.com%2Faod-9604-vs-cagrilintide-research-comparison%2F,,False,,,text/html,,JavaScript is not available.,1,False,1
https://www.oligopolypeptides.com/aod-9604-vs-retatrutide-research-comparison/,Indexable,200,200,0,https://www.oligopolypeptides.com/aod-9604-vs-retatrutide-research-comparison/,,https://www.oligopolypeptides.com/aod-9604-vs-retatrutide-research-comparison/,True,"follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large",,text/html,AOD-9604 vs Retatrutide Research Comparison | OligoPoly Laboratories,Unlock 20% Off Your First OligoPoly Order,2,True,12
